rsid,chr,pos,pvalue,gene,gene_id,distance_to_gene,gene_position,grass_score,grass_confidence
rs9273560,6,32628996,2.81838e-27,HLA-DQA1,ENSG00000196735,14157,downstream,,
rs9273560,6,32628996,2.81838e-27,HLA-DQB1,ENSG00000179344,0,intronic,,
rs281864341,6,32629015,2.81838e-27,HLA-DQA1,ENSG00000196735,14176,downstream,,
rs281864341,6,32629015,2.81838e-27,HLA-DQB1,ENSG00000179344,0,intronic,,
rs533040512,6,27834884,2.23975e-15,HIST1H2BN,ENSG00000233822,11397,downstream,,
rs533040512,6,27834884,2.23975e-15,HIST1H2AL,ENSG00000198374,1278,downstream,,
rs533040512,6,27834884,2.23975e-15,HIST1H1B,ENSG00000184357,0,intronic,,
rs533040512,6,27834884,2.23975e-15,HIST1H3I,ENSG00000182572,4739,upstream,,
rs533040512,6,27834884,2.23975e-15,HIST1H4L,ENSG00000198558,6042,upstream,,
rs9272709,6,32609279,3.16228e-27,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9272709,6,32609279,3.16228e-27,HLA-DQB1,ENSG00000179344,17965,upstream,,
rs17843560,6,32609388,4.0738e-27,HLA-DQA1,ENSG00000196735,0,intronic,,
rs17843560,6,32609388,4.0738e-27,HLA-DQB1,ENSG00000179344,17856,upstream,,
rs813115,6,31620020,1.04713e-23,CSNK2B-LY6G5B-1181,ENSG00000263020,13859,upstream,,
rs813115,6,31620020,1.04713e-23,LY6G5B,ENSG00000240053,17924,upstream,,
rs813115,6,31620020,1.04713e-23,PRRC2A,ENSG00000204469,14472,downstream,,
rs813115,6,31620020,1.04713e-23,BAG6,ENSG00000204463,0,intronic,,
rs813115,6,31620020,1.04713e-23,APOM,ENSG00000204444,173,upstream,,
rs813115,6,31620020,1.04713e-23,C6orf47,ENSG00000204439,6055,upstream,,
rs813115,6,31620020,1.04713e-23,GPANK1,ENSG00000204438,8986,upstream,,
rs813115,6,31620020,1.04713e-23,CSNK2B,ENSG00000204435,12993,upstream,,
rs9368733,6,32620228,4.16869e-27,HLA-DQA1,ENSG00000196735,5389,downstream,,
rs9368733,6,32620228,4.16869e-27,HLA-DQB1,ENSG00000179344,7016,upstream,,
rs3104412,6,32585967,1.31795e-17,HLA-DQA1,ENSG00000196735,9989,upstream,,
rs1694127,6,32640693,4.6773499999999995e-27,HLA-DQB1,ENSG00000179344,4533,downstream,,
rs206015,6,32182759,1.638e-10,GPSM3,ENSG00000213654,19459,downstream,,
rs206015,6,32182759,1.638e-10,NOTCH4,ENSG00000204301,0,intronic,,
rs9273453,6,32627812,8.31764e-27,HLA-DQA1,ENSG00000196735,12973,downstream,,
rs9273453,6,32627812,8.31764e-27,HLA-DQB1,ENSG00000179344,0,intronic,,
rs9465807,6,20557281,7.812e-27,CDKAL1,ENSG00000145996,0,intronic,,
rs9270118,6,32554983,8.12831e-27,HLA-DRB1,ENSG00000196126,0,intronic,,
rs9270120,6,32554990,8.12831e-27,HLA-DRB1,ENSG00000196126,0,intronic,,
rs9270119,6,32554987,8.12831e-27,HLA-DRB1,ENSG00000196126,0,intronic,,
rs1140318,6,32632593,9.999999999999999e-27,HLA-DQA1,ENSG00000196735,17754,downstream,,
rs1140318,6,32632593,9.999999999999999e-27,HLA-DQB1,ENSG00000179344,0,intronic,,
rs1140320,6,32632589,9.999999999999999e-27,HLA-DQA1,ENSG00000196735,17750,downstream,,
rs1140320,6,32632589,9.999999999999999e-27,HLA-DQB1,ENSG00000179344,0,intronic,,
rs1140319,6,32632592,9.999999999999999e-27,HLA-DQA1,ENSG00000196735,17753,downstream,,
rs1140319,6,32632592,9.999999999999999e-27,HLA-DQB1,ENSG00000179344,0,intronic,,
rs1048381,6,32610445,9.54993e-27,HLA-DQA1,ENSG00000196735,0,intronic,,
rs1048381,6,32610445,9.54993e-27,HLA-DQB1,ENSG00000179344,16799,upstream,,
rs9272770,6,32610226,9.77237e-27,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9272770,6,32610226,9.77237e-27,HLA-DQB1,ENSG00000179344,17018,upstream,,
rs75683091,6,30996314,8.345e-11,MUC22,ENSG00000261272,0,intronic,,
rs1140321,6,32632581,1.09648e-26,HLA-DQA1,ENSG00000196735,17742,downstream,,
rs1140321,6,32632581,1.09648e-26,HLA-DQB1,ENSG00000179344,0,intronic,,
rs1140322,6,32632578,1.20226e-26,HLA-DQA1,ENSG00000196735,17739,downstream,,
rs1140322,6,32632578,1.20226e-26,HLA-DQB1,ENSG00000179344,0,intronic,,
rs35472547,6,32560370,1.41254e-26,HLA-DRB1,ENSG00000196126,2745,downstream,,
rs34939562,6,32560388,1.44544e-26,HLA-DRB1,ENSG00000196126,2763,downstream,,
rs73521749,6,107429304,4.46509e-09,BEND3,ENSG00000178409,0,intronic,,
rs9269582,6,32544787,2.29087e-26,HLA-DRB1,ENSG00000196126,1759,upstream,,
rs9274368,6,32632518,2.3988300000000002e-26,HLA-DQA1,ENSG00000196735,17679,downstream,,
rs9274368,6,32632518,2.3988300000000002e-26,HLA-DQB1,ENSG00000179344,0,intronic,,
rs1136905,6,32486437,2.45471e-26,HLA-DRB5,ENSG00000198502,0,intronic,,
rs9272553,6,32607008,2.69153e-26,HLA-DQA1,ENSG00000196735,0,intronic,,
rs2856694,6,32652281,2.88403e-26,HLA-DQB1,ENSG00000179344,16121,downstream,,
rs28359896,6,32606547,3.01995e-26,HLA-DQA1,ENSG00000196735,0,intronic,,
rs28533694,6,32587235,2.58404e-19,HLA-DQA1,ENSG00000196735,8721,upstream,,
rs9274371,6,32632553,3.3113100000000003e-26,HLA-DQA1,ENSG00000196735,17714,downstream,,
rs9274371,6,32632553,3.3113100000000003e-26,HLA-DQB1,ENSG00000179344,0,intronic,,
rs9274372,6,32632555,3.3113100000000003e-26,HLA-DQA1,ENSG00000196735,17716,downstream,,
rs9274372,6,32632555,3.3113100000000003e-26,HLA-DQB1,ENSG00000179344,0,intronic,,
rs17613431,6,32622203,3.3113100000000003e-26,HLA-DQA1,ENSG00000196735,7364,downstream,,
rs17613431,6,32622203,3.3113100000000003e-26,HLA-DQB1,ENSG00000179344,5041,upstream,,
rs17843696,6,32622178,3.3113100000000003e-26,HLA-DQA1,ENSG00000196735,7339,downstream,,
rs17843696,6,32622178,3.3113100000000003e-26,HLA-DQB1,ENSG00000179344,5066,upstream,,
rs17843694,6,32622173,3.3113100000000003e-26,HLA-DQA1,ENSG00000196735,7334,downstream,,
rs17843694,6,32622173,3.3113100000000003e-26,HLA-DQB1,ENSG00000179344,5071,upstream,,
rs17613424,6,32622195,3.3113100000000003e-26,HLA-DQA1,ENSG00000196735,7356,downstream,,
rs17613424,6,32622195,3.3113100000000003e-26,HLA-DQB1,ENSG00000179344,5049,upstream,,
rs17613417,6,32622190,3.3113100000000003e-26,HLA-DQA1,ENSG00000196735,7351,downstream,,
rs17613417,6,32622190,3.3113100000000003e-26,HLA-DQB1,ENSG00000179344,5054,upstream,,
rs17613410,6,32622186,3.38844e-26,HLA-DQA1,ENSG00000196735,7347,downstream,,
rs17613410,6,32622186,3.38844e-26,HLA-DQB1,ENSG00000179344,5058,upstream,,
rs9371672,6,153422140,2.19837e-10,RGS17,ENSG00000091844,0,intronic,,
rs9274678,6,32636646,3.38844e-26,HLA-DQB1,ENSG00000179344,486,downstream,,
rs28746794,6,32632532,3.6307800000000004e-26,HLA-DQA1,ENSG00000196735,17693,downstream,,
rs28746794,6,32632532,3.6307800000000004e-26,HLA-DQB1,ENSG00000179344,0,intronic,,
rs17613395,6,32622167,3.54813e-26,HLA-DQA1,ENSG00000196735,7328,downstream,,
rs17613395,6,32622167,3.54813e-26,HLA-DQB1,ENSG00000179344,5077,upstream,,
rs3132947,6,32176782,4.979e-10,PBX2,ENSG00000204304,18819,downstream,,
rs3132947,6,32176782,4.979e-10,GPSM3,ENSG00000213654,13482,downstream,,
rs3132947,6,32176782,4.979e-10,NOTCH4,ENSG00000204301,0,intronic,,
rs28529717,6,32614963,4.1686900000000003e-26,HLA-DQA1,ENSG00000196735,124,downstream,,
rs28529717,6,32614963,4.1686900000000003e-26,HLA-DQB1,ENSG00000179344,12281,upstream,,
rs34066151,6,32559702,4.46684e-26,HLA-DRB1,ENSG00000196126,2077,downstream,,
rs9271383,6,32587391,4.67735e-26,HLA-DQA1,ENSG00000196735,8565,upstream,,
rs9272618,6,32607927,4.67735e-26,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9272618,6,32607927,4.67735e-26,HLA-DQB1,ENSG00000179344,19317,upstream,,
rs9273134,6,32612807,5.62341e-26,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273134,6,32612807,5.62341e-26,HLA-DQB1,ENSG00000179344,14437,upstream,,
rs9273135,6,32612816,5.62341e-26,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273135,6,32612816,5.62341e-26,HLA-DQB1,ENSG00000179344,14428,upstream,,
rs9273132,6,32612800,5.62341e-26,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273132,6,32612800,5.62341e-26,HLA-DQB1,ENSG00000179344,14444,upstream,,
rs144153898,6,32560182,5.88844e-26,HLA-DRB1,ENSG00000196126,2557,downstream,,
rs3021302,6,32623150,6.76083e-26,HLA-DQA1,ENSG00000196735,8311,downstream,,
rs3021302,6,32623150,6.76083e-26,HLA-DQB1,ENSG00000179344,4094,upstream,,
rs17843625,6,32620909,6.6069300000000016e-24,HLA-DQA1,ENSG00000196735,6070,downstream,,
rs17843625,6,32620909,6.6069300000000016e-24,HLA-DQB1,ENSG00000179344,6335,upstream,,
rs9272290,6,32603713,7.585780000000001e-26,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273136,6,32612823,7.943280000000001e-26,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273136,6,32612823,7.943280000000001e-26,HLA-DQB1,ENSG00000179344,14421,upstream,,
rs9273137,6,32612827,7.943280000000001e-26,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273137,6,32612827,7.943280000000001e-26,HLA-DQB1,ENSG00000179344,14417,upstream,,
rs9273325,6,32623193,7.76247e-26,HLA-DQA1,ENSG00000196735,8354,downstream,,
rs9273325,6,32623193,7.76247e-26,HLA-DQB1,ENSG00000179344,4051,upstream,,
rs9273160,6,32613104,8.128310000000001e-26,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273160,6,32613104,8.128310000000001e-26,HLA-DQB1,ENSG00000179344,14140,upstream,,
rs9273163,6,32613114,8.128310000000001e-26,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273163,6,32613114,8.128310000000001e-26,HLA-DQB1,ENSG00000179344,14130,upstream,,
rs72951506,6,118011723,4.226e-12,NUS1,ENSG00000153989,0,intronic,,
rs9273166,6,32613146,8.91251e-26,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273166,6,32613146,8.91251e-26,HLA-DQB1,ENSG00000179344,14098,upstream,,
rs9273168,6,32613173,9.120110000000001e-26,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273168,6,32613173,9.120110000000001e-26,HLA-DQB1,ENSG00000179344,14071,upstream,,
rs9273170,6,32613177,9.120110000000001e-26,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273170,6,32613177,9.120110000000001e-26,HLA-DQB1,ENSG00000179344,14067,upstream,,
rs2876565,6,20441990,1.05803e-12,E2F3,ENSG00000112242,0,intronic,,
rs9272917,6,32610892,9.77237e-26,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9272917,6,32610892,9.77237e-26,HLA-DQB1,ENSG00000179344,16352,upstream,,
rs9272357,6,32604522,9.999999999999999e-26,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9272355,6,32604515,9.999999999999999e-26,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9272379,6,32604727,1.02329e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs1049072,6,32634355,1.86209e-19,HLA-DQA1,ENSG00000196735,19516,downstream,,
rs1049072,6,32634355,1.86209e-19,HLA-DQB1,ENSG00000179344,0,intronic,,
rs9274300,6,32631970,1.04713e-25,HLA-DQA1,ENSG00000196735,17131,downstream,,
rs9274300,6,32631970,1.04713e-25,HLA-DQB1,ENSG00000179344,0,intronic,,
rs9272377,6,32604699,1.04713e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9272376,6,32604697,1.04713e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9272918,6,32610893,1.09648e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9272918,6,32610893,1.09648e-25,HLA-DQB1,ENSG00000179344,16351,upstream,,
rs3130248,6,29602936,4.95701e-10,GABBR1,ENSG00000204681,1183,downstream,,
rs9271387,6,32587424,1.1220199999999999e-25,HLA-DQA1,ENSG00000196735,8532,upstream,,
rs187682936,6,116800683,7.89223e-09,FAM26F,ENSG00000188820,15749,downstream,,
rs187682936,6,116800683,7.89223e-09,TRAPPC3L,ENSG00000173626,15469,upstream,,
rs9272488,6,32606005,1.23027e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9272491,6,32606046,1.25893e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs1063343,6,32627992,1.25893e-25,HLA-DQA1,ENSG00000196735,13153,downstream,,
rs1063343,6,32627992,1.25893e-25,HLA-DQB1,ENSG00000179344,0,intronic,,
rs9274298,6,32631902,1.28825e-25,HLA-DQA1,ENSG00000196735,17063,downstream,,
rs9274298,6,32631902,1.28825e-25,HLA-DQB1,ENSG00000179344,0,intronic,,
rs9273084,6,32612396,2.0893e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273084,6,32612396,2.0893e-25,HLA-DQB1,ENSG00000179344,14848,upstream,,
rs9272494,6,32606085,1.34896e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs2233967,6,31080828,6.361e-16,C6orf15,ENSG00000204542,492,downstream,,
rs2233967,6,31080828,6.361e-16,PSORS1C1,ENSG00000204540,1699,upstream,,
rs2233967,6,31080828,6.361e-16,CDSN,ENSG00000204539,2039,upstream,,
rs73726173,6,32489167,1.31826e-25,HLA-DRB5,ENSG00000198502,0,intronic,,
rs17843606,6,32620399,1.34896e-25,HLA-DQA1,ENSG00000196735,5560,downstream,,
rs17843606,6,32620399,1.34896e-25,HLA-DQB1,ENSG00000179344,6845,upstream,,
rs9272497,6,32606176,1.38038e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273264,6,32614303,1.38038e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273264,6,32614303,1.38038e-25,HLA-DQB1,ENSG00000179344,12941,upstream,,
rs9272482,6,32605920,1.38038e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9272484,6,32605943,1.38038e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9272474,6,32605754,1.41254e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9272442,6,32605400,1.41254e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9274544,6,32634699,1.41254e-25,HLA-DQA1,ENSG00000196735,19860,downstream,,
rs9274544,6,32634699,1.41254e-25,HLA-DQB1,ENSG00000179344,0,intronic,,
rs9274545,6,32634702,1.41254e-25,HLA-DQA1,ENSG00000196735,19863,downstream,,
rs9274545,6,32634702,1.41254e-25,HLA-DQB1,ENSG00000179344,0,intronic,,
rs9273269,6,32614343,1.41254e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273269,6,32614343,1.41254e-25,HLA-DQB1,ENSG00000179344,12901,upstream,,
rs9273267,6,32614330,1.41254e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273267,6,32614330,1.41254e-25,HLA-DQB1,ENSG00000179344,12914,upstream,,
rs9274543,6,32634695,1.4454399999999999e-25,HLA-DQA1,ENSG00000196735,19856,downstream,,
rs9274543,6,32634695,1.4454399999999999e-25,HLA-DQB1,ENSG00000179344,0,intronic,,
rs9274501,6,32634032,1.4454399999999999e-25,HLA-DQA1,ENSG00000196735,19193,downstream,,
rs9274501,6,32634032,1.4454399999999999e-25,HLA-DQB1,ENSG00000179344,0,intronic,,
rs9272476,6,32605759,1.47911e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9272528,6,32606617,1.47911e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9270445,6,32558757,1.47911e-25,HLA-DRB1,ENSG00000196126,1132,downstream,,
rs9272387,6,32604776,1.51356e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273271,6,32614382,1.54882e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273271,6,32614382,1.54882e-25,HLA-DQB1,ENSG00000179344,12862,upstream,,
rs17612496,6,32614752,1.54882e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs17612496,6,32614752,1.54882e-25,HLA-DQB1,ENSG00000179344,12492,upstream,,
rs17612482,6,32614726,1.54882e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs17612482,6,32614726,1.54882e-25,HLA-DQB1,ENSG00000179344,12518,upstream,,
rs17612475,6,32614706,1.54882e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs17612475,6,32614706,1.54882e-25,HLA-DQB1,ENSG00000179344,12538,upstream,,
rs17843563,6,32614705,1.54882e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs17843563,6,32614705,1.54882e-25,HLA-DQB1,ENSG00000179344,12539,upstream,,
rs9272389,6,32604793,1.54882e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273257,6,32614240,1.62181e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273257,6,32614240,1.62181e-25,HLA-DQB1,ENSG00000179344,13004,upstream,,
rs17843654,6,32621378,1.69824e-25,HLA-DQA1,ENSG00000196735,6539,downstream,,
rs17843654,6,32621378,1.69824e-25,HLA-DQB1,ENSG00000179344,5866,upstream,,
rs9272473,6,32605738,1.7378e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs116816411,6,32489202,1.69824e-25,HLA-DRB5,ENSG00000198502,0,intronic,,
rs9272416,6,32605043,1.7782799999999999e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273088,6,32612488,2.7542299999999997e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273088,6,32612488,2.7542299999999997e-25,HLA-DQB1,ENSG00000179344,14756,upstream,,
rs9273143,6,32612899,1.86209e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273143,6,32612899,1.86209e-25,HLA-DQB1,ENSG00000179344,14345,upstream,,
rs9274546,6,32634736,1.90546e-25,HLA-DQA1,ENSG00000196735,19897,downstream,,
rs9274546,6,32634736,1.90546e-25,HLA-DQB1,ENSG00000179344,0,intronic,,
rs3187964,6,32605207,1.94984e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9274326,6,32632237,1.90546e-25,HLA-DQA1,ENSG00000196735,17398,downstream,,
rs9274326,6,32632237,1.90546e-25,HLA-DQB1,ENSG00000179344,0,intronic,,
rs9272647,6,32608508,1.94984e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9272647,6,32608508,1.94984e-25,HLA-DQB1,ENSG00000179344,18736,upstream,,
rs9272584,6,32607470,1.94984e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9272584,6,32607470,1.94984e-25,HLA-DQB1,ENSG00000179344,19774,upstream,,
rs9273191,6,32613424,1.99526e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273191,6,32613424,1.99526e-25,HLA-DQB1,ENSG00000179344,13820,upstream,,
rs9272555,6,32607042,1.99526e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9272556,6,32607046,1.99526e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9272581,6,32607411,1.99526e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9272581,6,32607411,1.99526e-25,HLA-DQB1,ENSG00000179344,19833,upstream,,
rs9272609,6,32607750,1.99526e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9272609,6,32607750,1.99526e-25,HLA-DQB1,ENSG00000179344,19494,upstream,,
rs9273188,6,32613384,2.04174e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273188,6,32613384,2.04174e-25,HLA-DQB1,ENSG00000179344,13860,upstream,,
rs564014805,6,32614277,2.5704e-22,HLA-DQA1,ENSG00000196735,0,intronic,,
rs564014805,6,32614277,2.5704e-22,HLA-DQB1,ENSG00000179344,12967,upstream,,
rs9273176,6,32613300,2.0893e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273176,6,32613300,2.0893e-25,HLA-DQB1,ENSG00000179344,13944,upstream,,
rs9279894,6,32607036,2.0893e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273141,6,32612883,2.0893e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273141,6,32612883,2.0893e-25,HLA-DQB1,ENSG00000179344,14361,upstream,,
rs9273142,6,32612886,2.0893e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273142,6,32612886,2.0893e-25,HLA-DQB1,ENSG00000179344,14358,upstream,,
rs9273139,6,32612860,2.0893e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273139,6,32612860,2.0893e-25,HLA-DQB1,ENSG00000179344,14384,upstream,,
rs9273140,6,32612868,2.0893e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273140,6,32612868,2.0893e-25,HLA-DQB1,ENSG00000179344,14376,upstream,,
rs9272578,6,32607389,2.0893e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9272578,6,32607389,2.0893e-25,HLA-DQB1,ENSG00000179344,19855,upstream,,
rs9279900,6,32607583,2.0893e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9279900,6,32607583,2.0893e-25,HLA-DQB1,ENSG00000179344,19661,upstream,,
rs9272593,6,32607558,2.0893e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9272593,6,32607558,2.0893e-25,HLA-DQB1,ENSG00000179344,19686,upstream,,
rs9272594,6,32607561,2.0893e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9272594,6,32607561,2.0893e-25,HLA-DQB1,ENSG00000179344,19683,upstream,,
rs9273185,6,32613340,2.13796e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273185,6,32613340,2.13796e-25,HLA-DQB1,ENSG00000179344,13904,upstream,,
rs1142328,6,32609216,2.13796e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs1142328,6,32609216,2.13796e-25,HLA-DQB1,ENSG00000179344,18028,upstream,,
rs9272958,6,32611170,2.13796e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9272958,6,32611170,2.13796e-25,HLA-DQB1,ENSG00000179344,16074,upstream,,
rs9273179,6,32613305,2.18776e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273179,6,32613305,2.18776e-25,HLA-DQB1,ENSG00000179344,13939,upstream,,
rs281863287,6,32631496,2.18776e-25,HLA-DQA1,ENSG00000196735,16657,downstream,,
rs281863287,6,32631496,2.18776e-25,HLA-DQB1,ENSG00000179344,0,intronic,,
rs9274263,6,32631499,2.18776e-25,HLA-DQA1,ENSG00000196735,16660,downstream,,
rs9274263,6,32631499,2.18776e-25,HLA-DQB1,ENSG00000179344,0,intronic,,
rs17843619,6,32620775,2.51189e-25,HLA-DQA1,ENSG00000196735,5936,downstream,,
rs17843619,6,32620775,2.51189e-25,HLA-DQB1,ENSG00000179344,6469,upstream,,
rs9273409,6,32627235,2.18776e-25,HLA-DQA1,ENSG00000196735,12396,downstream,,
rs9273409,6,32627235,2.18776e-25,HLA-DQB1,ENSG00000179344,9,upstream,,
rs9272411,6,32604980,2.18776e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9274549,6,32634786,2.23872e-25,HLA-DQA1,ENSG00000196735,19947,downstream,,
rs9274549,6,32634786,2.23872e-25,HLA-DQB1,ENSG00000179344,0,intronic,,
rs9274548,6,32634785,2.23872e-25,HLA-DQA1,ENSG00000196735,19946,downstream,,
rs9274548,6,32634785,2.23872e-25,HLA-DQB1,ENSG00000179344,0,intronic,,
rs9272611,6,32607780,2.23872e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9272611,6,32607780,2.23872e-25,HLA-DQB1,ENSG00000179344,19464,upstream,,
rs9274470,6,32633617,2.29087e-25,HLA-DQA1,ENSG00000196735,18778,downstream,,
rs9274470,6,32633617,2.29087e-25,HLA-DQB1,ENSG00000179344,0,intronic,,
rs9273259,6,32614269,2.29087e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273259,6,32614269,2.29087e-25,HLA-DQB1,ENSG00000179344,12975,upstream,,
rs9273260,6,32614270,2.29087e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273260,6,32614270,2.29087e-25,HLA-DQB1,ENSG00000179344,12974,upstream,,
rs9272943,6,32611092,2.29087e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9272943,6,32611092,2.29087e-25,HLA-DQB1,ENSG00000179344,16152,upstream,,
rs9273215,6,32613712,2.7542299999999997e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273215,6,32613712,2.7542299999999997e-25,HLA-DQB1,ENSG00000179344,13532,upstream,,
rs17612858,6,32620622,2.5704000000000003e-25,HLA-DQA1,ENSG00000196735,5783,downstream,,
rs17612858,6,32620622,2.5704000000000003e-25,HLA-DQB1,ENSG00000179344,6622,upstream,,
rs9272962,6,32611229,2.34423e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9272962,6,32611229,2.34423e-25,HLA-DQB1,ENSG00000179344,16015,upstream,,
rs9272950,6,32611117,2.34423e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9272950,6,32611117,2.34423e-25,HLA-DQB1,ENSG00000179344,16127,upstream,,
rs9272948,6,32611107,2.34423e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9272948,6,32611107,2.34423e-25,HLA-DQB1,ENSG00000179344,16137,upstream,,
rs9272468,6,32605708,2.39883e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9272467,6,32605705,2.39883e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273244,6,32614108,2.39883e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273244,6,32614108,2.39883e-25,HLA-DQB1,ENSG00000179344,13136,upstream,,
rs9273245,6,32614110,2.39883e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273245,6,32614110,2.39883e-25,HLA-DQB1,ENSG00000179344,13134,upstream,,
rs9273243,6,32614091,2.39883e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273243,6,32614091,2.39883e-25,HLA-DQB1,ENSG00000179344,13153,upstream,,
rs9273261,6,32614284,2.39883e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs9273261,6,32614284,2.39883e-25,HLA-DQB1,ENSG00000179344,12960,upstream,,
rs1130151,6,32610935,2.39883e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs1130151,6,32610935,2.39883e-25,HLA-DQB1,ENSG00000179344,16309,upstream,,
rs1130152,6,32610946,2.39883e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs1130152,6,32610946,2.39883e-25,HLA-DQB1,ENSG00000179344,16298,upstream,,
rs1130155,6,32610951,2.39883e-25,HLA-DQA1,ENSG00000196735,0,intronic,,
rs1130155,6,32610951,2.39883e-25,HLA-DQB1,ENSG00000179344,16293,upstream,,
rs17612935,6,32620992,2.45471e-25,HLA-DQA1,ENSG00000196735,6153,downstream,,
rs17612935,6,32620992,2.45471e-25,HLA-DQB1,ENSG00000179344,6252,upstream,,
rs9273413,6,32627292,2.45471e-25,HLA-DQA1,ENSG00000196735,12453,downstream,,
