Dataset,Model,Approach,Question,Model_Answer,Ground_Truth,EM,F1,Accuracy,Success,Precision,Recall,Hits@1,Hits@5,Hits@10,MRR,BLEU,ROUGE-1,ROUGE-L,Semantic_Sim,Latency_ms,Input_Tokens,Output_Tokens,Total_Tokens,LLM_Calls,Confidence,Abstention,Type,Error
BioKGBench,DeepSeek-V3,Multi-Agent,What is the molecular function of the protein translated from the gene MTO1?,"ANSWER: flavin adenine dinucleotide binding, RNA binding | CONFIDENCE: high    The results directly indicate that the protein translated from the gene *MTO1* has two molecular functions: binding to flavin adenine dinucleotide (FAD) and binding to RNA. Since these are explicitly stated as results, the confidence is high.","{'rna binding', 'flavin adenine dinucleotide binding'}",0,100,0,FALSE,1,1,1,1,1,1,1,1,0.6666666667,1,0,0,0,0,1,0.75,0,N/A,
BioKGBench,DeepSeek-V3,Multi-Agent,What is the molecular function of the protein translated from the gene CXCL3?,"ANSWER: chemokine activity, CXCR chemokine receptor binding | CONFIDENCE: high    The molecular function of the protein translated from the gene **CXCL3** includes **chemokine activity** and **CXCR chemokine receptor binding**. These functions are well-documented, as CXCL3 is a chemokine that binds to chemokine receptors (such as CXCR2) to mediate immune cell recruitment and inflammation.    Confidence is **high** because these functions are supported by extensive experimental evidence and are consistent with the known roles of the CXC chemokine family.","{'cxcr chemokine receptor binding', 'chemokine activity'}",0,100,0,FALSE,1,1,1,1,1,1,1,1,0.6666666667,1,0,0,0,0,1,0.75,0,N/A,
BioKGBench,DeepSeek-V3,Multi-Agent,What is the molecular function of the protein translated from the gene FBXL6?,"ANSWER: ubiquitin-protein transferase activity | CONFIDENCE: high    The gene FBXL6 encodes a member of the F-box protein family, which are known to function as substrate-recognition components of the SCF (SKP1-CUL1-F-box protein) ubiquitin ligase complex. This complex mediates the ubiquitination of target proteins, marking them for degradation by the proteasome. The molecular function of the protein translated from FBXL6 is therefore consistent with ubiquitin-protein transferase activity, as it facilitates the transfer of ubiquitin to specific substrate proteins.    Confidence is **high** because this function is well-documented for F-box proteins, and FBXL6's role aligns with this established mechanism.",{'ubiquitin-protein transferase activity'},0,100,0,FALSE,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0.75,0,N/A,
BioKGBench,DeepSeek-V3,Multi-Agent,What is the molecular function of the protein translated from the gene CPD?,"ANSWER: zinc ion binding, serine-type carboxypeptidase activity, metallocarboxypeptidase activity   CONFIDENCE: high    The molecular functions of the protein translated from the gene *CPD* include:   1. **Zinc ion binding** ��� The protein binds zinc ions, which are essential for its catalytic activity.   2. **Serine-type carboxypeptidase activity** ��� It acts as a serine-dependent carboxypeptidase, cleaving peptide bonds at the C-terminus of proteins.   3. **Metallocarboxypeptidase activity** ��� It functions as a metalloenzyme (dependent on zinc) to catalyze carboxypeptidase reactions.    The confidence is **high** because these functions are well-documented for carboxypeptidase D (CPD), a metallocarboxypeptidase that relies on zinc for its enzymatic activity.","{'metallocarboxypeptidase activity', 'serine-type carboxypeptidase activity', 'zinc ion binding'}",0,100,0,FALSE,1,1,1,1,1,1,1,1,0.375,1,0,0,0,0,1,0.75,0,N/A,
BioKGBench,DeepSeek-V3,Multi-Agent,What is the molecular function of the protein translated from the gene ZNF552?,"ANSWER: The protein translated from the gene ZNF552 functions as a DNA-binding transcription factor with sequence-specific DNA binding activity, particularly targeting RNA polymerase II cis-regulatory regions. It also exhibits protein binding and metal ion binding activities.    CONFIDENCE: high    (Confidence is high because the listed molecular functions are well-documented for zinc finger proteins like ZNF552, which typically act as transcription factors with DNA and protein-binding capabilities, often involving metal ion coordination via zinc finger domains.)","{'dna-binding transcription factor activity rna polymerase ii-specific', 'rna polymerase ii cis-regulatory region sequence-specific dna binding', 'protein binding', 'metal ion binding'}",0,100,0,FALSE,1,1,1,1,1,1,0.9375,0.9375,0.65,0.8823529412,0,0,0,0,1,0.75,0,N/A,
BioKGBench,DeepSeek-V3,Multi-Agent,What is the molecular function of the protein translated from the gene ERBIN?,"ANSWER: signaling receptor binding, ErbB-2 class receptor binding, protein binding, structural constituent of cytoskeleton | CONFIDENCE: high    The molecular functions of the protein translated from the *ERBIN* gene include:   1. **Signaling receptor binding** ��� ERBIN interacts with signaling receptors to modulate pathways.   2. **ErbB-2 class receptor binding** ��� It specifically binds to ErbB2/HER2 receptors, regulating their activity.   3. **Protein binding** ��� ERBIN acts as a scaffold protein, interacting with multiple partners.   4. **Structural constituent of cytoskeleton** ��� It contributes to cytoskeletal organization.    Confidence is **high** because these functions are well-documented in literature, particularly ERBIN's role in binding ErbB2 and its involvement in cell signaling and cytoskeletal structure.","{'signaling receptor binding', 'erbb-2 class receptor binding', 'structural constituent of cytoskeleton', 'protein binding'}",0,100,0,FALSE,1,1,1,1,1,1,1,1,0.6923076923,1,0,0,0,0,1,0.75,0,N/A,
BioKGBench,DeepSeek-V3,Multi-Agent,What is the molecular function of the protein translated from the gene STAG1?,"ANSWER: protein binding, chromatin binding | CONFIDENCE: high    The molecular functions of the protein translated from the gene **STAG1** include:   1. **Protein binding** ��� STAG1 interacts with other proteins, particularly as part of the cohesin complex.   2. **Chromatin binding** ��� STAG1 binds to chromatin, playing a role in sister chromatid cohesion and transcriptional regulation.    These functions are well-documented in scientific literature, supporting a **high confidence** in the answer.","{'chromatin binding', 'protein binding'}",0,100,0,FALSE,1,1,1,1,1,1,1,1,0.5,1,0,0,0,0,1,0.75,0,N/A,
BioKGBench,DeepSeek-V3,Multi-Agent,What is the molecular function of the protein translated from the gene PSMD3?,"ANSWER: protein binding, enzyme regulator activity | CONFIDENCE: high    The gene PSMD3 encodes a subunit of the 26S proteasome, which is involved in protein degradation. The molecular functions of the protein translated from PSMD3 include **protein binding** (as it interacts with other proteasome subunits and regulatory proteins) and **enzyme regulator activity** (as it contributes to the regulation of the proteasome's proteolytic activity). These functions are well-documented in scientific literature, supporting a high-confidence answer.","{'protein binding', 'enzyme regulator activity'}",0,100,0,FALSE,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0.75,0,N/A,
BioKGBench,DeepSeek-V3,Multi-Agent,What is the molecular function of the protein translated from the gene ORAI3?,"ANSWER: store-operated calcium channel activity, protein binding | CONFIDENCE: high    The molecular functions of the protein translated from the gene **ORAI3** are well-documented in scientific literature. ORAI3 is a component of the **store-operated calcium channel (SOCC)**, which mediates calcium influx upon depletion of intracellular calcium stores (e.g., in the endoplasmic reticulum). Additionally, ORAI3 interacts with other proteins, such as **STIM1**, to regulate calcium signaling, supporting its **protein-binding** function.    Thus, the answer is based on strong experimental evidence, warranting **high confidence**.","{'store-operated calcium channel activity', 'protein binding'}",0,100,0,FALSE,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0.75,0,N/A,
BioKGBench,DeepSeek-V3,Multi-Agent,What is the molecular function of the protein translated from the gene OR4F16?,"ANSWER: The protein translated from the gene OR4F16 has the following molecular functions: G protein-coupled receptor activity, protein binding, and olfactory receptor activity.   CONFIDENCE: high    (Confidence is high because these functions are well-documented for olfactory receptor family proteins, and OR4F16 is a member of this family.)","{'olfactory receptor activity', 'g protein-coupled receptor activity', 'protein binding'}",0,100,0,FALSE,1,1,1,1,1,1,1,1,0.6666666667,1,0,0,0,0,1,0.75,0,N/A,
BioKGBench,DeepSeek-V3,Multi-Agent,Which biological process are the proteins P46087 and P62750 both associated with?,ANSWER: ribosomal large subunit assembly | CONFIDENCE: high,"{'go0000027', 'ribosomal large subunit assembly'}",0,66.66666667,0,FALSE,1,0.5,1,1,1,1,1,0.8888888889,0.8888888889,0.8,0,0,0,0,1,0.75,0,N/A,
BioKGBench,DeepSeek-V3,Multi-Agent,Which biological process are the proteins Q15050 and P83731 both associated with?,ANSWER: ribosomal large subunit assembly | CONFIDENCE: high,"{'go0000027', 'ribosomal large subunit assembly'}",0,66.66666667,0,FALSE,1,0.5,1,1,1,1,1,0.8888888889,0.8888888889,0.8,0,0,0,0,1,0.75,0,N/A,
BioKGBench,DeepSeek-V3,Multi-Agent,Which biological process are the proteins Q8TDN6 and P42677 both associated with?,ANSWER: rRNA processing | CONFIDENCE: high,"{'go0006364', 'rrna processing'}",0,66.66666667,0,FALSE,1,0.5,1,1,1,1,1,0.8,0.8,0.6666666667,0,0,0,0,1,0.75,0,N/A,
BioKGBench,DeepSeek-V3,Multi-Agent,Which biological process are the proteins Q6Q0C0 and Q9BYC9 both associated with?,ANSWER: ribosomal large subunit assembly | CONFIDENCE: high,"{'go0000027', 'ribosomal large subunit assembly'}",0,66.66666667,0,FALSE,1,0.5,1,1,1,1,1,0.8888888889,0.8888888889,0.8,0,0,0,0,1,0.75,0,N/A,
BioKGBench,DeepSeek-V3,Multi-Agent,Which biological process are the proteins Q8NHW5 and Q8TDN6 both associated with?,ANSWER: ribosomal large subunit assembly | CONFIDENCE: high,"{'go0000027', 'ribosomal large subunit assembly'}",0,66.66666667,0,FALSE,1,0.5,1,1,1,1,1,0.8888888889,0.8888888889,0.8,0,0,0,0,1,0.75,0,N/A,
BioKGBench,DeepSeek-V3,Multi-Agent,Which biological process are the proteins P42677 and P62263 both associated with?,"ANSWER: ribosomal small subunit biogenesis, ribosomal small subunit assembly, cytoplasmic translation | CONFIDENCE: high","{'ribosomal small subunit assembly', 'translation', 'go0006412', 'ribosomal small subunit biogenesis', 'go0002181', 'go0042274', 'cytoplasmic translation', 'go0000028'}",0,66.66666667,0,FALSE,1,0.5,1,1,1,1,1,0.7777777778,0.6923076923,0.6363636364,0,0,0,0,1,0.75,0,N/A,
BioKGBench,DeepSeek-V3,Multi-Agent,Which biological process are the proteins P19971 and Q96CQ1 both associated with?,ANSWER: mitochondrial genome maintenance | CONFIDENCE: high,"{'go0000002', 'mitochondrial genome maintenance'}",0,66.66666667,0,FALSE,1,0.5,1,1,1,1,1,0.8571428571,0.8571428571,0.75,0,0,0,0,1,0.75,0,N/A,
BioKGBench,DeepSeek-V3,Multi-Agent,Which biological process are the proteins Q02878 and P62857 both associated with?,"ANSWER: cytoplasmic translation, translation | CONFIDENCE: high","{'cytoplasmic translation', 'go0006412', 'go0002181', 'translation'}",0,66.66666667,0,FALSE,1,0.5,1,1,1,1,1,0.6666666667,0.75,0.5,0,0,0,0,1,0.75,0,N/A,
BioKGBench,DeepSeek-V3,Multi-Agent,Which biological process are the proteins Q96L21 and Q02878 both associated with?,"ANSWER: translation, ribosomal large subunit assembly | CONFIDENCE: high","{'go0000027', 'ribosomal large subunit assembly', 'go0006412', 'translation'}",0,66.66666667,0,FALSE,1,0.5,1,1,1,1,1,0.8333333333,0.6666666667,0.7142857143,0,0,0,0,1,0.75,0,N/A,
BioKGBench,DeepSeek-V3,Multi-Agent,Which biological process are the proteins Q9H611 and Q8IW19 both associated with?,ANSWER: DNA repair | CONFIDENCE: high,"{'go0006281', 'dna repair'}",0,66.66666667,0,FALSE,1,0.5,1,1,1,1,1,0.8,0.8,0.6666666667,0,0,0,0,1,0.75,0,N/A,
BioKGBench,DeepSeek-V3,Multi-Agent,Which biological process are the proteins Q96L21 and Q9Y2R9 both associated with?,ANSWER: translation | CONFIDENCE: high,"{'go0006412', 'translation'}",0,66.66666667,0,FALSE,1,0.5,1,1,1,1,1,0.6666666667,0.6666666667,0.5,0,0,0,0,1,0.75,0,N/A,
BioKGBench,DeepSeek-V3,Multi-Agent,Which biological process are the proteins O75616 and P62857 both associated with?,ANSWER: ribosomal small subunit assembly | CONFIDENCE: high,"{'ribosomal small subunit assembly', 'go0000028'}",0,66.66666667,0,FALSE,1,0.5,1,1,1,1,1,0.8888888889,0.8888888889,0.8,0,0,0,0,1,0.75,0,N/A,
BioKGBench,DeepSeek-V3,Multi-Agent,Which biological process are the proteins P46087 and P05388 both associated with?,ANSWER: ribosomal large subunit assembly | CONFIDENCE: high,"{'go0000027', 'ribosomal large subunit assembly'}",0,66.66666667,0,FALSE,1,0.5,1,1,1,1,1,0.8888888889,0.8888888889,0.8,0,0,0,0,1,0.75,0,N/A,
BioKGBench,DeepSeek-V3,Multi-Agent,Which biological process are the proteins Q9BYC9 and P83731 both associated with?,ANSWER: ribosomal large subunit assembly | CONFIDENCE: high,"{'go0000027', 'ribosomal large subunit assembly'}",0,66.66666667,0,FALSE,1,0.5,1,1,1,1,1,0.8888888889,0.8888888889,0.8,0,0,0,0,1,0.75,0,N/A,
BioKGBench,DeepSeek-V3,Multi-Agent,Which biological process are the proteins P09430 and Q9H4L7 both associated with?,ANSWER: chromatin remodeling | CONFIDENCE: high,"{'go0006338', 'chromatin remodeling'}",0,66.66666667,0,FALSE,1,0.5,1,1,1,1,1,0.8,0.8,0.6666666667,0,0,0,0,1,0.75,0,N/A,
BioKGBench,DeepSeek-V3,Multi-Agent,Which biological process are the proteins Q9NU22 and P83731 both associated with?,ANSWER: ribosomal large subunit assembly | CONFIDENCE: high,"{'go0000027', 'ribosomal large subunit assembly'}",0,66.66666667,0,FALSE,1,0.5,1,1,1,1,1,0.8888888889,0.8888888889,0.8,0,0,0,0,1,0.75,0,N/A,
BioKGBench,DeepSeek-V3,Multi-Agent,Could you please specify which proteins the protein P42025 interacts with?,"ANSWER: ACTB, DCTN1, VILL, ANKRD44, IQGAP2, DYNC1LI1, KIF2B, IQGAP1, SMARCC2, MYO3A, SMARCA2, CENPE, RAB7A, KIF3C, PSMD3   CONFIDENCE: medium    (Note: The confidence is marked as ""medium"" because while the provided list of interacting proteins is likely based on experimental or database evidence, the specific context, experimental methods, or validation strength is not detailed. Confidence would be higher with additional supporting information, such as peer-reviewed studies or high-throughput validation.)","{'actb', 'dctn1', 'p60709', 'q14203'}",0,28.57142857,0,FALSE,0.2,0.5,1,1,1,1,0.2,0.2857142857,0.2857142857,0.1666666667,0,0,0,0,1,0.7,0,N/A,
BioKGBench,DeepSeek-V3,Multi-Agent,Can you identify proteins that the protein P28288 show interaction with?,"ANSWER: ABCD1, ABCD3, STOM, ABCD2, ABCD4, PEX3, PEX19, DCAF8   CONFIDENCE: high    The listed proteins (ABCD1, ABCD3, STOM, ABCD2, ABCD4, PEX3, PEX19, DCAF8) are known or predicted interactors of P28288 (also known as ABCD1 or ATP-binding cassette sub-family D member 1), based on experimental evidence (e.g., yeast two-hybrid, co-immunoprecipitation) or functional associations (e.g., peroxisomal biogenesis or transporter complexes). Confidence is high because these interactions are supported by databases like STRING, BioGRID, or UniProt.","{'abcd3', 'abcd1', 'p28288', 'p33897'}",0,33.33333333,0,FALSE,0.25,0.5,1,1,1,1,0.25,0.3333333333,0.1666666667,0.2,0,0,0,0,1,0.75,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),What proteins does the protein P11310 interact with?,,"{'p11310', 'acadm'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,997.8039265,67,14,81,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),Could you please specify which proteins the protein P30153 interacts with?,,"{'q96l34', 'mark4'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,3103.858709,70,500,570,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),Can you identify proteins that the protein P63261 show interaction with?,,"{'grb2', 'p62993'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,2444.087982,70,500,570,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),"I'm curious, which proteins does the protein Q9BZC7 interact with?",,"{'q96sn8', 'cdk5rap2'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,339.2071724,74,17,91,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),Do you know what proteins does the protein Q9Y3L3 interact with?,,"{'p08631', 'hck'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,295.9606647,73,17,90,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),What proteins does the protein Q9NRA8 interact with?,,"{'p06730', 'q14974', 'p55060', 'eif4e', 'kpnb1', 'cse1l'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,351.5303135,69,17,86,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),Could you please specify which proteins the protein Q9H013 interacts with?,,"{'esf1', 'abi2', 'ubc', 'q9nyb9', 'p0cg48', 'q9h501'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,352.1704674,71,15,86,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),Can you identify proteins that the protein P68032 show interaction with?,,"{'grb2', 'p62993'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,372.6773262,70,15,85,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),"I'm curious, which proteins does the protein P78536 interact with?",,"{'mad2l1', 'q13257'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,322.1628666,71,14,85,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),Do you know what proteins does the protein P01011 interact with?,,"{'q96kc8', 'dnajc1'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,454.4296265,70,42,112,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),What proteins does the protein Q13541 interact with?,,"{'p06730', 'eif4e', 'eif4e2', 'o60573'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,352.2148132,67,15,82,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),Could you please specify which proteins the protein P78314 interacts with?,,"{'ywhaq', 'p27348'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,288.4700298,70,14,84,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),Can you identify proteins that the protein O60516 show interaction with?,,"{'p06730', 'eif4e'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,328.6018372,70,15,85,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),"I'm curious, which proteins does the protein Q7L8J4 interact with?",,"{'p61981', 'ywhag'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,344.285965,74,17,91,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),Do you know what proteins does the protein Q9NY61 interact with?,,"{'rbbp8', 'p52435', 'p10636', 'polr2j', 'mapt', 'p08047', 'sp1', 'q99708'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,301.7234802,71,15,86,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),What proteins does the protein P35609 interact with?,,"{'p22459', 'kcna4', 'p22460', 'myoz1', 'lrp12', 'kcna5', 'q9np98', 'q9y561'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,370.0244427,67,14,81,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),What is the molecular function of the protein translated from the gene RND3?,,"{'gtp binding', 'gtpase activity', 'protein kinase binding', 'protein binding'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,296.6141701,72,15,87,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),What is the molecular function of the protein translated from the gene EOLA1?,,{'protein binding'},0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,508.2969666,72,6,78,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),What is the molecular function of the protein translated from the gene CSMD1?,,{'protein binding'},0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,284.6112251,72,10,82,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),What is the molecular function of the protein translated from the gene GOLT1A?,,"{'molecular_function', 'protein binding'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,317.1143532,73,9,82,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),What is the molecular function of the protein translated from the gene SIPA1L3?,,"{'gtpase activator activity', 'protein binding'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,293.9345837,74,6,80,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),What is the molecular function of the protein translated from the gene LRRC73?,,{'protein binding'},0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,441.7219162,72,41,113,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),What is the molecular function of the protein translated from the gene MTO1?,,"{'rna binding', 'flavin adenine dinucleotide binding'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,292.9551601,72,6,78,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),What is the molecular function of the protein translated from the gene CXCL3?,,"{'cxcr chemokine receptor binding', 'chemokine activity'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,275.3219604,72,5,77,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),What is the molecular function of the protein translated from the gene FBXL6?,,{'ubiquitin-protein transferase activity'},0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,549.839735,72,35,107,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),What is the molecular function of the protein translated from the gene CPD?,,"{'metallocarboxypeptidase activity', 'serine-type carboxypeptidase activity', 'zinc ion binding'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,272.3333836,71,6,77,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),What is the molecular function of the protein translated from the gene ZNF552?,,"{'dna-binding transcription factor activity rna polymerase ii-specific', 'rna polymerase ii cis-regulatory region sequence-specific dna binding', 'protein binding', 'metal ion binding'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,318.3250427,72,6,78,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),What is the molecular function of the protein translated from the gene ERBIN?,,"{'signaling receptor binding', 'erbb-2 class receptor binding', 'structural constituent of cytoskeleton', 'protein binding'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,356.266737,71,6,77,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),What is the molecular function of the protein translated from the gene STAG1?,,"{'chromatin binding', 'protein binding'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,457.3552608,72,10,82,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),What is the molecular function of the protein translated from the gene PSMD3?,,"{'protein binding', 'enzyme regulator activity'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,438.9123917,72,41,113,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),What is the molecular function of the protein translated from the gene ORAI3?,,"{'store-operated calcium channel activity', 'protein binding'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,286.9539261,72,6,78,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),What is the molecular function of the protein translated from the gene OR4F16?,,"{'olfactory receptor activity', 'g protein-coupled receptor activity', 'protein binding'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,299.2026806,73,7,80,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),Which biological process are the proteins P46087 and P62750 both associated with?,,"{'go0000027', 'ribosomal large subunit assembly'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,339.4474983,73,18,91,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),Which biological process are the proteins Q15050 and P83731 both associated with?,,"{'go0000027', 'ribosomal large subunit assembly'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,396.8200684,73,18,91,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),Which biological process are the proteins Q8TDN6 and P42677 both associated with?,,"{'go0006364', 'rrna processing'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,382.9176426,75,21,96,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),Which biological process are the proteins Q6Q0C0 and Q9BYC9 both associated with?,,"{'go0000027', 'ribosomal large subunit assembly'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,371.224165,78,24,102,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),Which biological process are the proteins Q8NHW5 and Q8TDN6 both associated with?,,"{'go0000027', 'ribosomal large subunit assembly'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,319.7629452,77,24,101,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),Which biological process are the proteins P42677 and P62263 both associated with?,,"{'ribosomal small subunit assembly', 'translation', 'go0006412', 'ribosomal small subunit biogenesis', 'go0002181', 'go0042274', 'cytoplasmic translation', 'go0000028'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,478.3046246,73,18,91,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),Which biological process are the proteins P19971 and Q96CQ1 both associated with?,,"{'go0000002', 'mitochondrial genome maintenance'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,398.4825611,75,21,96,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),Which biological process are the proteins Q02878 and P62857 both associated with?,,"{'cytoplasmic translation', 'go0006412', 'go0002181', 'translation'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,398.0352879,73,20,93,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),Which biological process are the proteins Q96L21 and Q02878 both associated with?,,"{'go0000027', 'ribosomal large subunit assembly', 'go0006412', 'translation'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,371.0825443,74,20,94,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),Which biological process are the proteins Q9H611 and Q8IW19 both associated with?,,"{'go0006281', 'dna repair'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,362.3180389,75,20,95,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),Which biological process are the proteins Q96L21 and Q9Y2R9 both associated with?,,"{'go0006412', 'translation'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,397.7663517,77,23,100,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),Which biological process are the proteins O75616 and P62857 both associated with?,,"{'ribosomal small subunit assembly', 'go0000028'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,381.9797039,73,19,92,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),Which biological process are the proteins P46087 and P05388 both associated with?,,"{'go0000027', 'ribosomal large subunit assembly'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,312.5107288,73,17,90,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),Which biological process are the proteins Q9BYC9 and P83731 both associated with?,,"{'go0000027', 'ribosomal large subunit assembly'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,299.4225025,75,20,95,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),Which biological process are the proteins P09430 and Q9H4L7 both associated with?,,"{'go0006338', 'chromatin remodeling'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,588.77635,76,23,99,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),Which biological process are the proteins Q9NU22 and P83731 both associated with?,,"{'go0000027', 'ribosomal large subunit assembly'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,347.8915691,74,19,93,1,0.5,0,N/A,
BioKGBench,Llama-3.1-8B,Direct (No KG),Could you please specify which proteins the protein P42025 interacts with?,,"{'actb', 'dctn1', 'p60709', 'q14203'}",0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,351.3898849,70,14,84,1,0.5,0,N/A,
